Lep Name,Lep Url 
Susica pannosa,None
Taeda aetitis,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/02-Pantoctenia_albipuncta%3DTaeda_aetitis_Wallengren_1863.JPG/268px-02-Pantoctenia_albipuncta%3DTaeda_aetitis_Wallengren_1863.JPG
Thosea borneensis,None
Thosea cana,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/A38-20130416-050_%289297796814%29.jpg/268px-A38-20130416-050_%289297796814%29.jpg
Thosea lutea,None
Thosea mediostrigata,None
Thosea moluccana,None
Thosea monoloncha,None
Thosea nr. bisura,None
Thosea nr. cruda,None
Thosea penthima,None
Thosea philippina,None
Thosea rara,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/IndianLepidoptera1Moore1889.jpg/113px-IndianLepidoptera1Moore1889.jpg
Thosea recta,None
Thosea sevastopuloi,None
Thosea sinensis,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/A55-20160614-104_%2829375084780%29.jpg/268px-A55-20160614-104_%2829375084780%29.jpg
Thosea trifurca,None
Agrodiaetus ainsae,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Polyommatus_fulgens.jpg/120px-Polyommatus_fulgens.jpg
Agrodiaetus aserbeidschana,None
Agrodiaetus bogra?,None
Agrodiaetus carmon,None
Agrodiaetus hamadanensis,None
Agrodiaetus mithridates,None
Agrodiaetus phyllis,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Polyommatus_%28Agrodiaetus%29_phyllis_01.jpg/252px-Polyommatus_%28Agrodiaetus%29_phyllis_01.jpg
Agrodiaetus poseidon,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Polyommatus_poseidon_male_upperside_%28left%29_and_underside_%28right%29.jpg/470px-Polyommatus_poseidon_male_upperside_%28left%29_and_underside_%28right%29.jpg
Agrodiaetus ripartii,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Polyommatusripartii.jpg/247px-Polyommatusripartii.jpg
Agrodiaetus turcicus,None
Agrodiaetus violetae,None
Agrodiaetus wagneri,None
Ahlbergia ferrea,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Callophrys_ferrea.JPG/180px-Callophrys_ferrea.JPG
Ahlbergia frivaldszkyi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Ahlbergia_frivaldszkyi.jpg/180px-Ahlbergia_frivaldszkyi.jpg
Alaena amazoula,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alaena_amazoula_ochroma%2C_mannetjie%2C_a%2C_Zoutpan.jpg/216px-Alaena_amazoula_ochroma%2C_mannetjie%2C_a%2C_Zoutpan.jpg
Amblypodia asopia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/ArevisionofAmblypodia_Bethune_Baker_Plate_III.jpg/135px-ArevisionofAmblypodia_Bethune_Baker_Plate_III.jpg
Anthene butleri,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Anthene_butleri.JPG/123px-Anthene_butleri.JPG
Anthene hodsoni,None
Anthene indefinita,https://upload.wikimedia.org/wikipedia/commons/3/32/Anthene_indefinita.jpg
Anthene lunulata,https://upload.wikimedia.org/wikipedia/commons/0/0a/Anthene_lunulata.jpg
Anthene lycaenoides,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Anthene_lycaenoides.JPG/273px-Anthene_lycaenoides.JPG
Anthene pitmani,None
Anthene princeps,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Anthene_princeps.JPG/276px-Anthene_princeps.JPG
Anthene rubricinctus,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/SeitzFaunaAfricanaXIIITaf71.jpg/131px-SeitzFaunaAfricanaXIIITaf71.jpg
Anthene seltuttus,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Anthene_seltuttus_affinis.jpg/222px-Anthene_seltuttus_affinis.jpg
Anthene sylvanus,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Anthene_sylvanus.JPG/295px-Anthene_sylvanus.JPG
Antigius attilia,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Antigius_attilia.JPG/169px-Antigius_attilia.JPG
Apharitis acamas,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Apharitis_acamas_acamas_1.jpg/135px-Apharitis_acamas_acamas_1.jpg
Aphnaeus coronae,None
Aphnaeus erikssoni,https://upload.wikimedia.org/wikipedia/commons/3/38/Aphnaeus_erikssoni.JPG
Aphnaeus marshalli,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/NeavePZSL1910Plate2.jpg/116px-NeavePZSL1910Plate2.jpg
Aphnaeus orcas,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/DonovanEpitomePlate37.jpg/134px-DonovanEpitomePlate37.jpg
Apodemia chisosensis,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Riodinidae_%2810.3897-zookeys.729.20179%29_Figure_6.jpg/166px-Riodinidae_%2810.3897-zookeys.729.20179%29_Figure_6.jpg
Arhopala inornata,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/ArevisionofAmblypodia_Bethune_Baker_Plate_II.jpg/135px-ArevisionofAmblypodia_Bethune_Baker_Plate_II.jpg
Arhopala paramuta,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Dark_Himalayan_Oakblue_Arhopala_paramuta_at_Jayanti%2C_Duars%2C_West_Bengal_W_IMG_5329_-_cropped.jpg/172px-Dark_Himalayan_Oakblue_Arhopala_paramuta_at_Jayanti%2C_Duars%2C_West_Bengal_W_IMG_5329_-_cropped.jpg
Arhopala rama,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/RamaMFUpUn_551_AC1.jpg/502px-RamaMFUpUn_551_AC1.jpg
Arhopala zylda,None
Aricia artaxerxes,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Northern_brown_argus_%28Aricia_artaxerxes%29_female_underside_Sweden.jpg/270px-Northern_brown_argus_%28Aricia_artaxerxes%29_female_underside_Sweden.jpg
Aricia eumedon,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Aricia_eumedon_modesta.jpg/268px-Aricia_eumedon_modesta.jpg
Artopoetes pryeri,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Artopoetes_pryeri._2.jpg/276px-Artopoetes_pryeri._2.jpg
Axiocerses esmeralda,None
Azanus isis,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Azanus_isis_2011-11-26_Niaouli.jpg/181px-Azanus_isis_2011-11-26_Niaouli.jpg
Azanus jesous,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Azanus_jesous.JPG/240px-Azanus_jesous.JPG
Azanus moriqua,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Azanus_moriqua_by_mineraalsuiping%2C_Skeerpoort%2C_b.jpg/218px-Azanus_moriqua_by_mineraalsuiping%2C_Skeerpoort%2C_b.jpg
Baliochila aslauga,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/SeitzFaunaAfricanaXIIITaf62.JPG/137px-SeitzFaunaAfricanaXIIITaf62.JPG
Baliochila singularis,None
Baliochila stygia,None
Calephelis laverna,None
Calephelis mutica,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Calephelis_mutica_range_map.PNG/156px-Calephelis_mutica_range_map.PNG
Callophrys apama,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Callophrys_affinis_apama.jpg/185px-Callophrys_affinis_apama.jpg
Callophrys haradai,None
Callophrys herodotus,None
Callophrys lemberti,None
Callophrys nr. pseudolongula,None
Callophrys paulae,None
Callophrys remus,None
Candalides hyacinthina,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Candalides_hyacinthina_%28ento-csiro-au%29.jpg/247px-Candalides_hyacinthina_%28ento-csiro-au%29.jpg
Capys alpheus,https://upload.wikimedia.org/wikipedia/commons/6/67/Capys_alphaeus.JPG
Capys bamptoni,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/BamptoniHenningHenning1988OD.jpg/209px-BamptoniHenningHenning1988OD.jpg
Capys brunneus,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Brunneus_inSeitzVol13.jpg/220px-Brunneus_inSeitzVol13.jpg
Capys calpurnia,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/CalpurniaHenningHenning1988OD.jpg/380px-CalpurniaHenningHenning1988OD.jpg
Capys collinsi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/CollinsiHenningHenning1988OD.jpg/198px-CollinsiHenningHenning1988OD.jpg
Capys rileyi,None
Catochrysops panormus,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Close_wing_position_of_Catochrysops_panormus_Felder%2C_1860_%E2%80%93_Silver_Forget-me-not_DSC_7991.jpg/270px-Close_wing_position_of_Catochrysops_panormus_Felder%2C_1860_%E2%80%93_Silver_Forget-me-not_DSC_7991.jpg
Celastrina lavendularis,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Celastrina_lavendularis_lavendularis_-_Plain_Hedge_Blue_%282%29.jpg/224px-Celastrina_lavendularis_lavendularis_-_Plain_Hedge_Blue_%282%29.jpg
Celastrina oreas,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Celastrina_oreas_arisana_ventral_view_20150517.jpg/270px-Celastrina_oreas_arisana_ventral_view_20150517.jpg
Chalybs janias,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/JaniasCramer1779OD.jpg/329px-JaniasCramer1779OD.jpg
Chilades cleotas,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Luthrodes_cleotas.jpg/120px-Luthrodes_cleotas.jpg
Chilades eleusis,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/PharaonisStgr1894.JPG/210px-PharaonisStgr1894.JPG
Chilades lajus,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Lime_Blue_Chilades_laius_by_kadavoor.JPG/240px-Lime_Blue_Chilades_laius_by_kadavoor.JPG
Chilades mindora,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/MindoraFelder1865.jpg/279px-MindoraFelder1865.jpg
Chliaria kina,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Blue_Tit%2C_Chliaria_kina_at_Samsing%2C_Duars%2C_West_Bengal_W_IMG_6262.jpg/196px-Blue_Tit%2C_Chliaria_kina_at_Samsing%2C_Duars%2C_West_Bengal_W_IMG_6262.jpg
Chliaria tora,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Journal_of_the_Bombay_Natural_History_Society_Vol_9_Plate_P.jpg/119px-Journal_of_the_Bombay_Natural_History_Society_Vol_9_Plate_P.jpg
Chrysoritis cottrelli,None
Chrysozephyrus atabyrius,None
Chrysozephyrus smaragdinus,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/ChrysozephyrusSmaragdinusMUpUnAC1.jpg/156px-ChrysozephyrusSmaragdinusMUpUnAC1.jpg
Chrysozephyrus watsoni,None
Contrafacia muattina,None
Cupido minimus,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Cupido_minimus_-_Minik_kupid_04.jpg/260px-Cupido_minimus_-_Minik_kupid_04.jpg
Cupidopsis jobates,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Cupidopsis_jobates_jobates_Tailed_meadow_blue_W_of_Qudeni.jpg/167px-Cupidopsis_jobates_jobates_Tailed_meadow_blue_W_of_Qudeni.jpg
Curetis acuta,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Curetis_acuta_Larva.jpg/120px-Curetis_acuta_Larva.jpg
Curetis dentata,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/CuretisAcutaDentataMMUpUnAC1.jpg/262px-CuretisAcutaDentataMMUpUnAC1.jpg
Curetis regula,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/CuretisRegulaMUpUnAC1.jpg/162px-CuretisRegulaMUpUnAC1.jpg
Dapidodigma demeter,None
Deloneura ochrascens,None
Desmolycaena mazoensis,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Annals_of_the_South_African_Museum_-_Annale_van_die_Suid-Afrikaanse_Museum_%281957%29_%2818395751786%29.jpg/389px-Annals_of_the_South_African_Museum_-_Annale_van_die_Suid-Afrikaanse_Museum_%281957%29_%2818395751786%29.jpg
Deudorix antalus,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Common_brown_playboy_%28Deudorix_antalus%29.jpg/270px-Common_brown_playboy_%28Deudorix_antalus%29.jpg
Deudorix epirus,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/DeudorixEpirusEosMHew1863.JPG/129px-DeudorixEpirusEosMHew1863.JPG
Deudorix rapaloides,None
Deudorix vansoni,None
Discolampa ethion,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Banded_Blue_Pierrot_Discolampa_ethion_by_kadavoor.JPG/240px-Banded_Blue_Pierrot_Discolampa_ethion_by_kadavoor.JPG
Dodona adonira,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Dodona_adonira_397.png/195px-Dodona_adonira_397.png
Drupadia niasica,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/DrupadiaNiasicaUltraUpUnAC1.jpg/169px-DrupadiaNiasicaUltraUpUnAC1.jpg
Durbania limbata,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Limbata_fromGSKRhopExot.jpg/305px-Limbata_fromGSKRhopExot.jpg
Durbaniopsis saga,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Saga_inSeitzVol13.jpg/193px-Saga_inSeitzVol13.jpg
Eicochrysops mahallakoena,None
Electrostrymon mathewi,None
Eliotia jalindra,None
Emesis diogenia,None
Epitola dunia,None
Epitola honorius,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/EpitolaHonoriusInHewitsonIllDiurnLep.jpg/567px-EpitolaHonoriusInHewitsonIllDiurnLep.jpg
Eresina jacksoni,None
Erysichton palmyra,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Erysichton_palmyra_tasmanicus.jpg/154px-Erysichton_palmyra_tasmanicus.jpg
Euaspa forsteri,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Forsteri_as_ataxus_inForster1940.jpg/376px-Forsteri_as_ataxus_inForster1940.jpg
Euaspa milionia,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/EuaspaMilioniaMUpUnAC1.jpg/158px-EuaspaMilioniaMUpUnAC1.jpg
Everes decolorata,None
Favonius jezoensis,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Favonius_jezoensis-F.JPG/237px-Favonius_jezoensis-F.JPG
Favonius latifasciatus,None
Favonius yuasai,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Butterfly_-_Favonius_yuasai_-_%E9%BB%92%E7%B7%91%E5%B0%8F%E7%81%B0%E8%9D%B6%28%E3%82%AF%E3%83%AD%E3%83%9F%E3%83%89%E3%83%AA%E3%82%B7%E3%82%B8%E3%83%9F%29_%287660057054%29.jpg/191px-Butterfly_-_Favonius_yuasai_-_%E9%BB%92%E7%B7%91%E5%B0%8F%E7%81%B0%E8%9D%B6%28%E3%82%AF%E3%83%AD%E3%83%9F%E3%83%89%E3%83%AA%E3%82%B7%E3%82%B8%E3%83%9F%29_%287660057054%29.jpg
Feniseca tarquinius,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Feniseca_tarquinius180684.jpg/242px-Feniseca_tarquinius180684.jpg
Fixsenia herzi,None
Fixsenia ontario,None
Fixsenia thalia,None
Flos areste,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Close_wing_position_of_Male_Flos_areste_Hewitson%2C_1862_%E2%80%93_Tailless_Plushblue_DSC_5762.jpg/270px-Close_wing_position_of_Male_Flos_areste_Hewitson%2C_1862_%E2%80%93_Tailless_Plushblue_DSC_5762.jpg
Flos fulgida,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flos_fulgida.JPG/223px-Flos_fulgida.JPG
Gaeides gorgon,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/J20170831-0043%E2%80%94Eriogonum_elongatum%E2%80%94RPBG%E2%80%94DxO_%2836888331611%29.jpg/270px-J20170831-0043%E2%80%94Eriogonum_elongatum%E2%80%94RPBG%E2%80%94DxO_%2836888331611%29.jpg
Habrodais grunus,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Habrodais_grunus.JPG/212px-Habrodais_grunus.JPG
Habrodais poodiae,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Poodiae_in_Hsu2005.jpg/393px-Poodiae_in_Hsu2005.jpg
Harpendyreus notoba,None
Hypochrysops,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/HypochrysopsChrysanthisFelder.JPG/371px-HypochrysopsChrysanthisFelder.JPG
Hypochrysops apollo,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/HypochrysopsWendisiBethune-BakerOD.jpg/224px-HypochrysopsWendisiBethune-BakerOD.jpg
Hypochrysops chrysargyra,None
Hypochrysops geminatus,None
Hypochrysops halyaetus,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Hypochrysops_halyaetus_%28ento-csiro-au%29.jpg/266px-Hypochrysops_halyaetus_%28ento-csiro-au%29.jpg
Hypochrysops ignitus,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/LycaenaIgnitaLeach1814.jpg/84px-LycaenaIgnitaLeach1814.jpg
Hypochrysops polycletus,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Hypochrysops_polycletus_rovena.jpg/238px-Hypochrysops_polycletus_rovena.jpg
Hypochrysops pythias,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/HypochrysopsPythasDruceiOberthur1894.JPG/165px-HypochrysopsPythasDruceiOberthur1894.JPG
Hypolycaena nigra,None
Hypolycaena pachalica,None
Hypolycaena philippus,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Hypolycaena_philippus_philippus_HotMarina_2012-04-29_uns.jpg/212px-Hypolycaena_philippus_philippus_HotMarina_2012-04-29_uns.jpg
Hypolycaena phorbas,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Hypolycaena_phorbas_%28ento-csiro-au%29.jpg/226px-Hypolycaena_phorbas_%28ento-csiro-au%29.jpg
Hypostrymon critola,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Hypostrymon_critola.jpg/253px-Hypostrymon_critola.jpg
Iaspis castitas,None
Incisalia augustinus,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Bulletin_-_United_States_National_Museum_%281932%29_%2814780395904%29.jpg/108px-Bulletin_-_United_States_National_Museum_%281932%29_%2814780395904%29.jpg
Incisalia eryphon,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/C_eryphon.jpg/245px-C_eryphon.jpg
Incisalia fotis,None
Incisalia mossii,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/San_Bruno_elfin_butterfly_larva_FWS_9880.jpg/240px-San_Bruno_elfin_butterfly_larva_FWS_9880.jpg
Incisalia niphon,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Eastern_Pine_Elfin_-_Callophrys_niphon%2C_Meadowood_Farm_SRMA%2C_Mason_Neck%2C_Virginia_-_25812522423.jpg/270px-Eastern_Pine_Elfin_-_Callophrys_niphon%2C_Meadowood_Farm_SRMA%2C_Mason_Neck%2C_Virginia_-_25812522423.jpg
Incisalia polia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Incisalia_polia.jpg/145px-Incisalia_polia.jpg
Iolana gigantea,None
Iolaus aphnaeoides,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Iolaus_aphnaeoides.JPG/128px-Iolaus_aphnaeoides.JPG
Iolaus bansana,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/YalaeRiley1928OD.jpg/198px-YalaeRiley1928OD.jpg
Iolaus bolissus,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Iolaus_bolissus1.JPG/233px-Iolaus_bolissus1.JPG
Iolaus glaucus,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Iolaus_glaucus_1.jpg/144px-Iolaus_glaucus_1.jpg
Iolaus iasis,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Iolaus_iasis.JPG/145px-Iolaus_iasis.JPG
Iolaus poultoni,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/PoultoniRiley1928OD.jpg/355px-PoultoniRiley1928OD.jpg
Iolaus stewarti,None
Iolaus timon,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Iolaus_timon.JPG/184px-Iolaus_timon.JPG
Iolaus violacea,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/ViolaceaRiley1928OD.jpg/173px-ViolaceaRiley1928OD.jpg
Iraota rochana,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Iraota_rochana_Male_Brunei.jpg/209px-Iraota_rochana_Male_Brunei.jpg
Iridana marina,None
Jalmenus lithochroa,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Jalmenus_lithochroa_%28ento-csiro-au%29.jpg/241px-Jalmenus_lithochroa_%28ento-csiro-au%29.jpg
Jamides celeno,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Jamides_celeno_DSF_by_Kadavoor.JPG/224px-Jamides_celeno_DSF_by_Kadavoor.JPG
Lepidochrysops forsskali,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/013376658_Lepidochrysops_forsskali_Larsen_1982_PT.jpg/270px-013376658_Lepidochrysops_forsskali_Larsen_1982_PT.jpg
Lepidochrysops pterou,None
Lepidochrysops puncticilia,None
Lepidochrysops robertsoni,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Lepidochrysops_robertsoni%2C_J_Dobson%2C_a.jpg/263px-Lepidochrysops_robertsoni%2C_J_Dobson%2C_a.jpg
Lepidochrysops vansoni,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Annals_of_the_South_African_Museum_-_Annale_van_die_Suid-Afrikaanse_Museum_%281955%29_%2818233209898%29.jpg/105px-Annals_of_the_South_African_Museum_-_Annale_van_die_Suid-Afrikaanse_Museum_%281955%29_%2818233209898%29.jpg
Leptomyrina gorgias,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Gonamyrina_gorgias-01_%28xndr%29.jpg/270px-Gonamyrina_gorgias-01_%28xndr%29.jpg
Leptotes pirithous,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Lang%27s_short_tail_blue_%28Leptotes_pirithous%29_male_underside.jpg/270px-Lang%27s_short_tail_blue_%28Leptotes_pirithous%29_male_underside.jpg
Loxura atymnus,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Loxura_atymnus-Kadavoor-2018-06-18-001.jpg/270px-Loxura_atymnus-Kadavoor-2018-06-18-001.jpg
Lycaena dispar,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Lycaena_Dispar_%28AM%29-left_01.jpg/180px-Lycaena_Dispar_%28AM%29-left_01.jpg
Mitoura grynea,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Juniper_Hairstreak%2C_Megan_McCarty105.jpg/193px-Juniper_Hairstreak%2C_Megan_McCarty105.jpg
Mitoura johnsoni,None
Myrina silenus,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Myrina_silenus_ficedula_u.JPG/99px-Myrina_silenus_ficedula_u.JPG
Nacaduba beroe,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Close_wing_basking_of_Nacaduba_beroe_Felder_%26_Felder%2C_1865_%E2%80%93_Opaque_Six-Lineblue_WLB_DSC_8164.jpg/270px-Close_wing_basking_of_Nacaduba_beroe_Felder_%26_Felder%2C_1865_%E2%80%93_Opaque_Six-Lineblue_WLB_DSC_8164.jpg
Nacaduba biocellata,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Nacaduba_biocellata_dorsal.jpg/240px-Nacaduba_biocellata_dorsal.jpg
Nacaduba hermus,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/PALE_4_LINE_BLUE_Nacaduba_hermus_2010_11_24_99_13_%285363568211%29_%28cropped%29.jpg/275px-PALE_4_LINE_BLUE_Nacaduba_hermus_2010_11_24_99_13_%285363568211%29_%28cropped%29.jpg
Narathura japonica,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Narathura_japonica_japonica.JPG/231px-Narathura_japonica_japonica.JPG
Neolucia mathewi,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Neolucia_mathewi_%28ento-csiro-au%29.jpg/249px-Neolucia_mathewi_%28ento-csiro-au%29.jpg
Amphion floridensis,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Amphion_floridensis_MHNT_CUT_2010_0_11_Cherry_Point_Havelock%2C_North_Carolina_female_dorsal.jpg/306px-Amphion_floridensis_MHNT_CUT_2010_0_11_Cherry_Point_Havelock%2C_North_Carolina_female_dorsal.jpg
Oboronia bueronica,None
Ogyris idmo,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Ogyris_idmo.JPG/205px-Ogyris_idmo.JPG
Ogyris iphis,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Ogyris_iphis_%28ento-csiro-au%29.jpg/268px-Ogyris_iphis_%28ento-csiro-au%29.jpg
Olynthus hypsea,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/PZSL1907Plate34.png/116px-PZSL1907Plate34.png
Olynthus narbal,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/CramerAndStoll-uitlandsche_kapellen_supplement-_pl._38.jpg/138px-CramerAndStoll-uitlandsche_kapellen_supplement-_pl._38.jpg
Olynthus punctum,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Illustrations_of_diurnal_Lepidoptera_40.jpg/130px-Illustrations_of_diurnal_Lepidoptera_40.jpg
Orachrysops lacrimosa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/TransEntSocLond1922PlateXII.jpg/105px-TransEntSocLond1922PlateXII.jpg
Paralucia aurifera,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Paralucia_aurifer.jpg/236px-Paralucia_aurifer.jpg
Pentila pauli,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Pl.12-11-Pentila_clarensis%3DPentila_pauli_Staudinger%2C_1888.JPG/235px-Pl.12-11-Pentila_clarensis%3DPentila_pauli_Staudinger%2C_1888.JPG
Pentila picena,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Picena_inGSK1893.jpg/322px-Picena_inGSK1893.jpg
Pentila rogersi,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/RogersiDruce1907OD.jpg/270px-RogersiDruce1907OD.jpg
Phasis braueri,None
Phasis pringlei,None
Philiris nitens,None
Philotes sonorensis,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Philotes_sonorensis.JPG/134px-Philotes_sonorensis.JPG
Pithecops corvus,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/PithecopsCorvusCorrectusMFUpUnAC1.jpg/171px-PithecopsCorvusCorrectusMFUpUnAC1.jpg
Pithecops fulgens,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/PithecopsFulgensFitch.png/111px-PithecopsFulgensFitch.png
Plebejus argus,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Plebejus_argus_-_G%C3%BCm%C3%BC%C5%9Flekeli_Esmerg%C3%B6z_09.jpg/254px-Plebejus_argus_-_G%C3%BCm%C3%BC%C5%9Flekeli_Esmerg%C3%B6z_09.jpg
