Lep Name,Lep Url 
Paralethe dendrophilus,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Paralethe_dendrophilus.JPG/205px-Paralethe_dendrophilus.JPG
Parantica aglea,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Parantica_aglea_at_Nayikayam_Thattu.jpg/240px-Parantica_aglea_at_Nayikayam_Thattu.jpg
Parantica aspasia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Danaidae1.jpeg/94px-Danaidae1.jpeg
Parantica schenkii,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Naturkundliche_Sammlung_%C3%9Cbermaxx_%C3%9Cberseemuseum_Bremen_1050.JPG/309px-Naturkundliche_Sammlung_%C3%9Cbermaxx_%C3%9Cberseemuseum_Bremen_1050.JPG
Parantica sita,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Parantica_sita_%28on_Cirsium%29.jpg/231px-Parantica_sita_%28on_Cirsium%29.jpg
Pararge aegeria,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Butterfly_April_2008-2a.jpg/239px-Butterfly_April_2008-2a.jpg
Pararge epimenides,None
Pararge schrenkii,None
Parasarpa dudu,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Open_wing_Basking_of_Parasarpa_dudu_%28Westwood%2C_1850%29_%E2%80%93_White_Commodore_WLB_DSC_0407.jpg/270px-Open_wing_Basking_of_Parasarpa_dudu_%28Westwood%2C_1850%29_%E2%80%93_White_Commodore_WLB_DSC_0407.jpg
Pardopsis punctatissima,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Polka_Dot_%28Pardopsis_punctatissima%29.jpg/193px-Polka_Dot_%28Pardopsis_punctatissima%29.jpg
Parthenos cyaneus,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/ParthenosCyaneus208_1c.jpg/239px-ParthenosCyaneus208_1c.jpg
Phalanta eurytis,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Phalanta_eurytis_dorsal.jpg/236px-Phalanta_eurytis_dorsal.jpg
Phalanta exulans,None
Philaethria wernickei,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Philaethria_wernickei.jpg/270px-Philaethria_wernickei.jpg
Phystis simois,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Illustrations_of_new_species_of_exotic_butterflies_Eresia_V.jpg/132px-Illustrations_of_new_species_of_exotic_butterflies_Eresia_V.jpg
Pierella helvetia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Pierella_Butterfly_%28Pierella_helvetia_incanescens%29_%288377090042%29.jpg/236px-Pierella_Butterfly_%28Pierella_helvetia_incanescens%29_%288377090042%29.jpg
Pierella rhea,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Macrolepidoptera15seit_0095.jpg/131px-Macrolepidoptera15seit_0095.jpg
Placidula euryanassa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/NovaraExpZoologischeTheilLepidopteraAtlasTaf44.jpg/131px-NovaraExpZoologischeTheilLepidopteraAtlasTaf44.jpg
Polygonia comma,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Comma_butterfly_%28Polygonia_c-album%29_ab_hutchinsoni.jpg/270px-Comma_butterfly_%28Polygonia_c-album%29_ab_hutchinsoni.jpg
Polygonia faunus,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Polygonia_faunus_MHNT.jpg/462px-Polygonia_faunus_MHNT.jpg
Polygonia gracilis,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Polygonia_gracilis_3396.JPG/240px-Polygonia_gracilis_3396.JPG
Polyura epigenes,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/RhopaloceraExoticaCharaxesIII.jpg/125px-RhopaloceraExoticaCharaxesIII.jpg
Polyura eudamippus,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Eudamippus.jpg/212px-Eudamippus.jpg
Polyura narcaea,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Polyura_narcaea_meghaduta_20130622.jpg/270px-Polyura_narcaea_meghaduta_20130622.jpg
Polyura sacco,None
Prepona meander,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Prepona_meander_0zz.jpg/178px-Prepona_meander_0zz.jpg
Prepona omphale,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Prepona_omphale.jpg/239px-Prepona_omphale.jpg
Pseudacraea boisduvalii,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Boisduval%27s_False_Acraea_%28Pseudacraea_boisduvalii_trimenii%29_%2833077336021%29.jpg/292px-Boisduval%27s_False_Acraea_%28Pseudacraea_boisduvalii_trimenii%29_%2833077336021%29.jpg
Pseudoscada timna,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Pseudocadautilla.jpg/240px-Pseudocadautilla.jpg
Pseudotergumia fidia,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Pseudotergumia_fidia_ES_1.jpg/241px-Pseudotergumia_fidia_ES_1.jpg
Pteronymia euritea,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/CramerAndStoll-uitlandsche_kapellen_vol._3-_pl_280.jpg/133px-CramerAndStoll-uitlandsche_kapellen_vol._3-_pl_280.jpg
Pteronymia latilla,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Illustrations_of_new_species_of_exotic_butterflies_Ithomia_VI.jpg/134px-Illustrations_of_new_species_of_exotic_butterflies_Ithomia_VI.jpg
Pteronymia notilla,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Macrolepidoptera15seit_0087.jpg/131px-Macrolepidoptera15seit_0087.jpg
Satyrus ferula,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Satyrus_ferula_makmal_male_1.jpg/144px-Satyrus_ferula_makmal_male_1.jpg
Symbrenthia javanus,None
Tanaecia iapis,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Horsfield%27s_baron_%28Tanaecia_iapis_violetta%29_male_B.jpg/270px-Horsfield%27s_baron_%28Tanaecia_iapis_violetta%29_male_B.jpg
Taygetis andromeda,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Andromeda_Satyr.jpg/214px-Andromeda_Satyr.jpg
Terinos terpander,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Seitz9FaunaIndoAustralicaPlate108.JPG/135px-Seitz9FaunaIndoAustralicaPlate108.JPG
Thessalia chinatiensis,None
Thessalia theona,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Theona_Checkerspot_-_Thessalia_theona_thekla._Melitaeinae._-_Flickr_-_gailhampshire_%281%29.jpg/171px-Theona_Checkerspot_-_Thessalia_theona_thekla._Melitaeinae._-_Flickr_-_gailhampshire_%281%29.jpg
Tisiphone abeona,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Tisiphone_abeona_%28ento-csiro-au%29.jpg/225px-Tisiphone_abeona_%28ento-csiro-au%29.jpg
Vanessa itea,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Yellow_Admiral_%28Vanessa_itea%29.jpg/240px-Yellow_Admiral_%28Vanessa_itea%29.jpg
Vanessa kershawi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Australian_painted_lady_feeding.jpg/270px-Australian_painted_lady_feeding.jpg
Vanessa virginiensis,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/366_American_Lady_-_Vanessa_virginiensis%2C_Merrimac_Farm_Wildlife_Management_Area%2C_Aden%2C_Virginia.jpg/282px-366_American_Lady_-_Vanessa_virginiensis%2C_Merrimac_Farm_Wildlife_Management_Area%2C_Aden%2C_Virginia.jpg
Xois arctous,None
Yoma algina,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Yoma_sabina_%3F%3F%3F_%28Nymphalidae%29_from_W-Papua_%285389775806%29.jpg/135px-Yoma_sabina_%3F%3F%3F_%28Nymphalidae%29_from_W-Papua_%285389775806%29.jpg
Ypthima esakii,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Specimens_of_Female_and_Male_Ypthima_esakii.jpg/717px-Specimens_of_Female_and_Male_Ypthima_esakii.jpg
Ypthima pandocus,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Common_three_ring_%28Ypthima_pandocus_corticaria%29_S.jpg/270px-Common_three_ring_%28Ypthima_pandocus_corticaria%29_S.jpg
Ypthima sensilis,None
Zeuxidia doubledayi,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/SeitzIndoAustraliacataf103.JPG/132px-SeitzIndoAustraliacataf103.JPG
Zophoessa dura,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Zophoessa_dura_neoclides_20140517.jpg/270px-Zophoessa_dura_neoclides_20140517.jpg
sp. 5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Anthomyiidae_sp.jpg/226px-Anthomyiidae_sp.jpg
sp. 7,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Typha_sp_Somerset_Creek_7th_Brigade_Park_P1020860.jpg/240px-Typha_sp_Somerset_Creek_7th_Brigade_Park_P1020860.jpg
sp. 8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Culex_sp..jpg/270px-Culex_sp..jpg
Agonopterix adspersella,None
Agonopterix alpigena,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Agonopterix_alpigena_M.jpg/269px-Agonopterix_alpigena_M.jpg
Agonopterix alstroemeriana,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Agonopterix_alstromeriana.jpg/240px-Agonopterix_alstromeriana.jpg
Agonopterix atrodorsella,None
Agonopterix bipunctosa,None
Agonopterix cachritis,None
Agonopterix capreolella,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Agonopterix_capreolella.jpg/352px-Agonopterix_capreolella.jpg
Agonopterix chironiella,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Agonopterix_chironiella.png/270px-Agonopterix_chironiella.png
Agonopterix chrautis,None
Agonopterix ciliella,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Agonopterix_ciliella.jpg/264px-Agonopterix_ciliella.jpg
Agonopterix clemensella,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Agonopterix_clemensella_%2814607083944%29.jpg/143px-Agonopterix_clemensella_%2814607083944%29.jpg
Agonopterix cnicella,https://upload.wikimedia.org/wikipedia/commons/c/c4/Agonopterix_cnicella.JPG
Agonopterix cratia,None
Agonopterix dammersi,None
Agonopterix echinopella,None
Agonopterix fruticosella,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Agonopterix_fruticosella_mine.jpg/490px-Agonopterix_fruticosella_mine.jpg
Agonopterix furvella,https://upload.wikimedia.org/wikipedia/commons/0/02/Agonopterix_furvella.JPG
Agonopterix genistella,None
Agonopterix hyperella,None
Agonopterix hypomarathri,None
Agonopterix kaekeritziana,https://upload.wikimedia.org/wikipedia/commons/0/0e/Agonopterix_kaekeritziana.JPG
Agonopterix kuznetzovi,None
Agonopterix lecontella,None
Agonopterix nigrinotella,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Parastenolechia_nigrinotella_%2828748286651%29.jpg/230px-Parastenolechia_nigrinotella_%2828748286651%29.jpg
Agonopterix posticella,None
Agonopterix psoraliella,None
Agonopterix pteleae,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Agonopterix_pteleae_larva.jpg/133px-Agonopterix_pteleae_larva.jpg
Agonopterix senecionella,None
Agonopterix silerella,https://upload.wikimedia.org/wikipedia/commons/c/c2/Agonopterix_silerella.JPG
Antaeotricha,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Antaeotricha_humilis.jpg/165px-Antaeotricha_humilis.jpg
Antaeotricha enodata,None
Antaeotricha nictitans,None
Antaeotricha schlaegeri,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Antaeotricha_schlaegeri_Larva.jpg/271px-Antaeotricha_schlaegeri_Larva.jpg
Antaeotricha sp. 3,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Bird_Dropping_Mimic_Moth_-_Flickr_-_treegrow_%283%29.jpg/180px-Bird_Dropping_Mimic_Moth_-_Flickr_-_treegrow_%283%29.jpg
Antaeotricha unipunctella,None
Arauzona moorei,None
Arctoscelis epinyctia,None
Artiastis tepida,None
Athrypsiastis symmetra,None
Borkhausenia minutella,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Borkhausenia_minutella.jpg/240px-Borkhausenia_minutella.jpg
Borkhausenia nefrax,None
Borkhausenia stipella,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Die_Schmetterlinge_Deutschlands_mit_besonderer_Ber%C3%BCcksichtigung_ihrer_Biologie_%28Pl._6%29_%287017548301%29.jpg/110px-Die_Schmetterlinge_Deutschlands_mit_besonderer_Ber%C3%BCcksichtigung_ihrer_Biologie_%28Pl._6%29_%287017548301%29.jpg
Calicotis crucifera,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Calicotis_crucifera_%28alive%29.jpg/180px-Calicotis_crucifera_%28alive%29.jpg
Callima argenticinctella,None
Callima formosella,None
Cryptophasa nubila,None
Deloryctis corticivora,None
Depressaria armata,None
Depressaria betina,None
Depressaria cinereocostella,None
Depressaria emeritella,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Depressaria_emeritella.jpg/240px-Depressaria_emeritella.jpg
Depressaria millefoliella,None
Depressaria multifidae,None
Depressaria olerella,https://upload.wikimedia.org/wikipedia/commons/9/93/Depressaria_olerella.JPG
Depressaria pastinacella,None
Depressaria platytaeniella,None
Depressaria selini,None
Depressaria subnervosa,None
Depressaria togata,None
Depressaria velox,None
Depressaria veneficella,None
Depressaria whitmani,None
Diprotochaeta fallax,None
Diurnea cupreifera,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Illustrations_of_typical_specimens_of_Lepidoptera_Heterocera_in_the_collection_of_the_British_Museum_%28Pl._LX%29_%288726512842%29.jpg/129px-Illustrations_of_typical_specimens_of_Lepidoptera_Heterocera_in_the_collection_of_the_British_Museum_%28Pl._LX%29_%288726512842%29.jpg
Diurnea fagella,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Diurnea_fagella_male_Ledro_01.jpg/135px-Diurnea_fagella_male_Ledro_01.jpg
Diurnea phryganella,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/BMAT.II-110.jpg/131px-BMAT.II-110.jpg
Enteremna dolerastis,None
Eochrois dejunctella,None
Eochrois leiochroa,None
Epicurica laetiferana,None
Eutorna epicnephes,None
Exaeretia conciliatella,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Exaeretia_conciliatella.JPG/270px-Exaeretia_conciliatella.JPG
Gymnobathra flavidella,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Gymnobathra_flavidella_by_Tony_Wills.jpg/240px-Gymnobathra_flavidella_by_Tony_Wills.jpg
Hieromantis ephodophora,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Hieromantis_ephodophora_%2815254909913%29.jpg/240px-Hieromantis_ephodophora_%2815254909913%29.jpg
Machimia flava,None
Macrobathra chrysospila,None
Macrobathra desmotoma,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Macrobathra_desmotoma.jpg/271px-Macrobathra_desmotoma.jpg
Macrobathra nephelomorpha,None
Macrobathra obliquata,None
Macrobathra porphyrea,None
Macrobathra rhodospila,None
Mothonica ocellea?,None
Myrascia bracteatella,None
Myrascia megalocentra,None
Neospastis sinensis,None
Nephantis serinopa,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Starr_020512-0006_Cocos_nucifera.jpg/240px-Starr_020512-0006_Cocos_nucifera.jpg
Nites atrocapitella,None
Nites betulella,None
Ocystola paulinella,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Ocystola_paulinella.jpg/306px-Ocystola_paulinella.jpg
Ocystola spp.,None
Odites,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Odites_issikii.jpg/186px-Odites_issikii.jpg
Odites aspasta,None
Odites atmopa,None
Odites bambusae,None
Odites pelochrosta,None
Odites siccinervis,None
Odites sp. 1,None
Odites sp. 2,None
Odites sp. 3,None
Odites sp. 4,None
Odites sucinea,None
Oenochroa lepida,None
Picrotechna ophiodora,None
Piloprepes gelidella,None
Plectophila discalis,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Plectophila_discalis.jpg/133px-Plectophila_discalis.jpg
Pleurota nitens,None
Pleurota pyropella,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Pleurota_pyropella_W.jpg/269px-Pleurota_pyropella_W.jpg
Pleurota rostrella,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Die_Schmetterlinge_Deutschlands_mit_besonderer_Ber%C3%BCcksichtigung_ihrer_Biologie_%281913%29_%2820944709905%29.jpg/232px-Die_Schmetterlinge_Deutschlands_mit_besonderer_Ber%C3%BCcksichtigung_ihrer_Biologie_%281913%29_%2820944709905%29.jpg
Procometis bisulcata,None
Promalactis calathiscias,None
Pseudodoxia palimpsesta,None
Pseudodoxia siriopa,None
Psilocorsis sp.,None
Psorosticha zizyphi,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Psorosticha_zizyphi_%28ento-csiro-au%29.jpg/270px-Psorosticha_zizyphi_%28ento-csiro-au%29.jpg
Ptyoptila matutinella,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Ptyoptila_matutinella.jpg/135px-Ptyoptila_matutinella.jpg
Semioscopis anella,None
Stathmopoda aenea,None
Stathmopoda amphizeuctis,None
Stathmopoda anconias,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Pl.1-10-Stathmopoda_anconias_Meyrick%2C_1910.JPG/205px-Pl.1-10-Stathmopoda_anconias_Meyrick%2C_1910.JPG
Stathmopoda callichrysa,None
Stathmopoda masinissa,None
Stathmopoda opticaspis,None
Stathmopoda ovigera,None
Stathmopoda xanthodesma,None
Stenoma decora,None
Stenoma ochropa,None
Stenoma peronia,None
Stenoma sagax,None
Thyrocopa abusa,None
Thyrocopa pulverulenta,None
Wingia lambertella,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Wingia_lambertella_%2815747199255%29_%282%29.jpg/240px-Wingia_lambertella_%2815747199255%29_%282%29.jpg
Wingia rectiorella,None
Xylorycta agana,None
Xylorycta artigena,None
Xylorycta fumata,None
Xylorycta leucophanes,None
Xylorycta luteotactella,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Xylorycta_luteotactella.jpg/240px-Xylorycta_luteotactella.jpg
Xylorycta ophiogramma,None
Xylorycta rhizophaga,None
Xylorycta tuberculata,None
Xyloryctinae sp. A,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Xyloryctinae_sp._%2823273077503%29.jpg/270px-Xyloryctinae_sp._%2823273077503%29.jpg
Zaphanaula xenophila,None
Zonopetala erythrosema,None
Opostega spatulella,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Opostega-spatulella-MK.jpg/240px-Opostega-spatulella-MK.jpg
Opostegoides minodensis,None
Opostegoides scioterma,None
Paralopostega callosa,None
Paralopostega filiforma,None
Paralopostega peleana,None
Paralopostega serpentina,None
Pseudopostega auritella,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Pseudopostega-auritella-MK.jpg/240px-Pseudopostega-auritella-MK.jpg
Ptyssoptera acrozyga,None
Ptyssoptera lativittella,None
Ptyssoptera spodina,None
Ptyssoptera tryphera,None
Ptyssoptera vetula,None
Graphium antheus,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Large_striped_swordtail_%28Graphium_antheus%29_underside%2C_mature.jpg/270px-Large_striped_swordtail_%28Graphium_antheus%29_underside%2C_mature.jpg
Graphium aristeus,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Close_wing_position_of_Graphium_aristeus_Stoll%2C_1782_%E2%80%93_Chain_Swordtail_WLB_DSC_02_20.jpg/209px-Close_wing_position_of_Graphium_aristeus_Stoll%2C_1782_%E2%80%93_Chain_Swordtail_WLB_DSC_02_20.jpg
Graphium polistratus,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Graphium_polistratus.JPG/114px-Graphium_polistratus.JPG
Lamproptera meges,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Lamproptera_meges_%28Green_Dragontail%29.jpg/271px-Lamproptera_meges_%28Green_Dragontail%29.jpg
Luehdorfia japonica,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Luehdorfia_japonica_on_Rhododendron_farrerae.jpg/225px-Luehdorfia_japonica_on_Rhododendron_farrerae.jpg
Luehdorfia longicaudata,None
Papilio cleotas,None
Papilio desmondi,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Papilio_desmondi_van_Someren%2C_1939.JPG/240px-Papilio_desmondi_van_Someren%2C_1939.JPG
Papilio dialis,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Dialisandromias.JPG/240px-Dialisandromias.JPG
Papilio echerioides,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Papilio_echerioides_Trimen%2C_1868.JPG/240px-Papilio_echerioides_Trimen%2C_1868.JPG
Papilio epycides,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Open_wing_posture_busking_of_Papilio_epycides_Hewitson%2C_1862_%E2%80%93_Lesser_Mime.jpg/270px-Open_wing_posture_busking_of_Papilio_epycides_Hewitson%2C_1862_%E2%80%93_Lesser_Mime.jpg
Papilio erechtheus,None
Papilio erectheus,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Hubner1821SammlExotSchmett2Plate109.jpg/133px-Hubner1821SammlExotSchmett2Plate109.jpg
Papilio hesperus,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Papilio_hesperus_hesperus_MHNT.jpg/417px-Papilio_hesperus_hesperus_MHNT.jpg
Papilio indra,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Papilio_indra_%28Indra_swallowtail_butterfly%29.jpg/197px-Papilio_indra_%28Indra_swallowtail_butterfly%29.jpg
Papilio joanae,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Papilio_joanae_male.jpg/230px-Papilio_joanae_male.jpg
Papilio laglaizei,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Papilio_laglaizei_male.JPG/245px-Papilio_laglaizei_male.JPG
Papilio liomedon,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Papilio_liomedon_%28caterpillar%29_2319.jpg/271px-Papilio_liomedon_%28caterpillar%29_2319.jpg
Papilio macilentus,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Papilionidae_-_Papilio_macilentus.jpg/240px-Papilionidae_-_Papilio_macilentus.jpg
Papilio mackinnoni,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/ProceedingsZoologicalSociety1891PlateXVI.jpg/114px-ProceedingsZoologicalSociety1891PlateXVI.jpg
Papilio manlius,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Papilio_manlius_Fabricius%2C_1798.jpg/240px-Papilio_manlius_Fabricius%2C_1798.jpg
Papilio maraho,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Papilio_maraho_male_ventral_view_20160423.jpg/213px-Papilio_maraho_male_ventral_view_20160423.jpg
Papilio mayo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/PmayoCC3_29_B8676.jpg/130px-PmayoCC3_29_B8676.jpg
Papilio memnon,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Papilio-pjt1.jpg/257px-Papilio-pjt1.jpg
Papilio palamedes,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Papilio_palamedes.jpg/267px-Papilio_palamedes.jpg
Papilio saharae,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Papilio_saharae.jpg/240px-Papilio_saharae.jpg
Papilio zelicaon,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Papilio_zelicaon-female.jpg/240px-Papilio_zelicaon-female.jpg
Parides aglaope,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Gray1853CatLepInsCollBritMusPapilionidaePlate10supp.jpg/133px-Gray1853CatLepInsCollBritMusPapilionidaePlate10supp.jpg
Parides aidoneus,None
Parides varuna,None
Protesilaus ariarathes,None
Protesilaus asius,None
Protesilaus lysithous,None
Protesilaus stenodesmus,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Protesilaus_stenodesmus.jpg/240px-Protesilaus_stenodesmus.jpg
Protesilaus telesilaus,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Protesilaus_telesilaus.JPG/252px-Protesilaus_telesilaus.JPG
Ripponia hypolitus,None
Sericinus montela,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Sericinus-montela.jpg/251px-Sericinus-montela.jpg
Troides amphrysus,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Papilionidae_-_Troides_amphrysus.JPG/241px-Papilionidae_-_Troides_amphrysus.JPG
Troides goliath,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Trogonoptera_Troides_Ornithoptera.jpg/183px-Trogonoptera_Troides_Ornithoptera.jpg
Troides oblongomaculatus,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Troides_oblogomaculatus_papuensis_MHNT_male.jpg/203px-Troides_oblogomaculatus_papuensis_MHNT_male.jpg
Anteos maerula,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Yellow_angled-sulphur_%28Anteos_maerula%29_male.JPG/270px-Yellow_angled-sulphur_%28Anteos_maerula%29_male.JPG
Anthocharis cethura,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Anthocharis_cethura.JPG/262px-Anthocharis_cethura.JPG
Anthocharis pima,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Anthocharis_cethura_pima.JPG/165px-Anthocharis_cethura_pima.JPG
Anthocharis sara,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Anthocharis_sara_15699.JPG/139px-Anthocharis_sara_15699.JPG
Aporia crataegi,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/AporiaCrataegi.jpg/251px-AporiaCrataegi.jpg
Aporia hippia,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/017-Aporia_hippia.JPG/243px-017-Aporia_hippia.JPG
Appias drusilla,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Jamaican_albatross_%28Appias_drusilla_castalia%29_male.jpg/270px-Jamaican_albatross_%28Appias_drusilla_castalia%29_male.jpg
Appias epaphia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Diverse_Albatross_White_%28Appias_epaphia_contracta%29.jpg/217px-Diverse_Albatross_White_%28Appias_epaphia_contracta%29.jpg
Appias indra,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Appias_indra_aristoxemus.jpg/270px-Appias_indra_aristoxemus.jpg
Appias lyncida,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Chocolate_Albatross_02206.JPG/270px-Chocolate_Albatross_02206.JPG
Appias paulina,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Appias_paulina_ega.jpg/252px-Appias_paulina_ega.jpg
Appias sabina,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Appias_sabina_m.JPG/235px-Appias_sabina_m.JPG
Ascia monuste,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Ascia_monuste_monuste_MHNT.jpg/380px-Ascia_monuste_monuste_MHNT.jpg
Belenois creona,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Belenois_creona-03_%28xndr%29.jpg/120px-Belenois_creona-03_%28xndr%29.jpg
